Unigrams,Freq
harelenen,2
çocuklarınkırdığı,1
lambasıdır,1
ikircikli,1
hırpalamassan,1
kurumuştur,3
kuyunun,7
çıkrık,4
sevinebilmeyi,1
gülümsemeyi,5
seçtiği,3
yakışmadığını,1
sarılmayı,2
öpmeyi,4
yürüyebilmek,1
sevdiğinin,8
kolunda,3
boşver,3
parkının,1
oradadır,3
bulunsa,1
konuşulsa,1
bitmese,1
yanlızlığını,2
unuturdu,2
üşümeyi,2
gülerdi,4
sökerken,3
türkünün,5
kıvrımlarında,4
tutuştururdu,1
alırdım,9
gülümseyişiyle,2
lunaparktadır,1
götürüp,6
koyar,10
karşısına,13
soytarıları,1
çingenlerle,1
çengilerle,1
yakılacak,2
yalım,6
büşecek,1
yollculukları,1
tan,30
atımına,1
kolunudağların,1
buruşturulup,1
atılıvermiş,1
buluttur,2
yağmurları,32
işliyorum,1
kadehimde,1
körpe,17
sonbaharın,12
kandil,4
ışılıyor,1
yakamozlara,5
bulurum,12
mevsimlerin,24
yakamozuyum,1
yağmura,35
yazdığın,9
öykülerden,1
içerim,8
kahkahada,1
solurum,1
erzurum,6
garında,3
yutkunurum,1
erzincan'ın,1
üzümlü,1
bağlarından,2
dererim,1
kırpılıp,1
dağıldığın,1
ardahan'ın,2
yaylalarından,1
artvin'in,1
güllerinden,1
kanlıca,2
sahiline,3
konuğum,3
anıların,15
çubuğunu,2
uzatalım,2
geçmişe,9
ayırsak,1
boğulabilir,1
düşünmekten,3
edelim,12
gizli,134
tadlarından,1
aralayıp,6
seyredelim,2
kızıllığını,4
konuşulmadan,1
çıkalım,7
kucaklaşan,1
üşütmesin,1
demli,12
burukluğu,2
anılarımızda,1
nede,11
yüreğindeki,15
volkan,7
sayılır,9
şüphesiz,9
eskil,5
frenks,1
alışkın,4
değisin,1
bekleyişlere,1
suskunsun,2
birşeylerin,2
anlatımıysa,2
ürpertsede,1
belkide,6
i̇kiside,1
anlatıcıdır,1
yorgunluğun,1
kitaplarındaki,2
eskiten,6
saplanışı,1
kemirgen,1
kuşkuların,3
uğultuların,1
ömürboyu,1
yargılısının,1
buluvermek,1
kerem,13
canımızın,2
çekirdeğinde,6
ayrılıktan,6
ayrılıklardan,6
aşmak,2
istesek,2
dağlarını,5
tutabilir,2
miyiz,12
yelesini,2
tanrısal,5
dinlenirken,2
kararıyor,6
yüreğimizde,11
gurbet,67
batırıyor,2
dişlerini,6
etimize,2
ilanları,2
panzer,1
seslerinden,7
meyhanelerin,1
uğultusuyla,2
diskoların,1
çılgınlıkları,1
bilmiyorsa,2
öfkelenemez,1
öfkesiz,3
i̇nsanlara,3
yenilmemiştir,1
kanatıp,2
parmaklarımızı,1
kuşburnu,1
dikenleri,8
çobanlarla,1
dolaştık,2
kentteydi,1
aklımız,4
işıldarken,1
ordaki,1
dostlarımız,1
sağrısı,3
kurumamıştı,1
atımızın,1
gelmiştik,5
buralara,6
göründü,10
yolların,20
devrildi,10
çadırlar,3
uyandırıldı,1
bohçası,1
çözülmemiş,3
düştüler,6
turnalar,12
bitmedi,15
peşimizdeki,1
nal,20
konaklasak,1
tedirgindik,1
kuruyordu,2
taşıyıp,6
kederi,26
göğsümüzde,2
genzimizi,1
yakıyordu,5
bırakmadı,7
peşimizi,3
izimizi,1
konar,15
göçer,5
iklimde,6
tanığımızdır,1
ışıltısı,5
sularında,18
inat,73
direnme,2
zulme,7
susturulmuş,3
sevinçleri,13
gizemli,28
tamtamları,1
afrika'da,1
şehvetle,6
koynuna,34
öpüşken,1
topluyor,8
sokuyor,2
pülümür,2
gençlerinin,1
büyü,18
çözülmesi,1
usuna,1
delirtir,1
dokundukça,12
uzaklaşması,2
zencisinin,1
bakmadı,5
yanlızca,1
sazını,2
dökmedi,1
sunu,1
filler,3
mezarlığında,4
bulursunuz,1
ölümlerini,1
sezen,2
kuğuydular,1
taşıdığın,6
heybe,1
rüzgârı,18
lor,1
doluysa,1
çiçekleriyle,6
dönecektir,1
üzünçse,1
menevşesinde,1
çağıldıyorsa,1
çavlanlar,2
gir,14
menziline,7
gerilerde,1
paylaşılıyorsa,2
rüzgârları,9
dahildir,1
paylaşılacak,1
heybendeki,1
yangındır,5
güze,9
tutuşturur,3
özlemlerin,17
külünü,4
beklemediğin,1
tutmalısın,1
yelesinden,2
yeli,18
varmalıdır,1
olmadan,52
hevengine,1
ündöndü,1
bakla,5
sevişmelerin,15
pomakçasını,1
öğreniyorum,2
hazzını,1
doyuma,1
kavuşturmanın,1
göğsümün,12
kıllarından,1
anımsadıkça,1
pomak,1
sevgilimi,1
sekizindeyim,1
tip'i,1
övmekten,1
suçlanıp,1
sürülüyorum,1
okumaktayım,1
aylar,12
ayten,1
süeda,1
ayları,9
kurutulmuş,2
mevsimleri,11
şevişmlerin,1
bacalarından,1
ağıyor,2
gençliğimin,3
haritasını,3
üstünlüğü,2
tarihi,17
kavgalarda,1
akmalı,5
sarsıntılar,1
gökgürültüsü,2
gelmeli,4
gelecekse,4
öpüşün,8
sarsıntı,2
tende,13
ürpertisi,4
patlamalı,1
kuşatmışsa,1
gözlerimiz,19
tırnaklarımız,2
sökülüyorsa,1
elektrik,6
şoklarıyla,2
kavgada,6
olunmalı,1
bordasına,1
okumanın,1
sevincine,1
bulunur,8
yüklenmiş,4
kanadına,5
ürpertilerini,1
uğulduyor,3
başlarının,3
fırtınaları,4
çocuksu,33
bakışlarında,27
direnci,2
yanlızlıktan,1
düşmüşlüğün,1
utancından,2
şafağı,10
yanlızlık,2
biberli,1
yanılgıyı,1
kabullenmek,1
başlatan,3
burgaçlanan,1
sancıyı,4
çekilmiş,22
dostların,7
sürdürmenin,1
ayrımına,1
varılmamış,1
fırtınasına,2
yanlız,3
gecikmiştir,1
yolcular,10
varmıştır,2
varacağı,1
yanlışlığın,1
adımıdır,1
sodom,1
yalınayak,23
duyacağız,3
vakt,1
erişsin,1
uzanacağız,1
aurora'yı,1
yatılılık,1
şeylerdir,1
mutlulukları,8
korkarlar,2
yoksulda,1
dinbazlık,1
bencildirler,1
zalim,31
korkaktırlar,1
korkak,11
müslümanım,3
dualarında,5
defter,9
müridliğimin,1
hikâyesidir,1
tutulan,10
gürültülerden,1
eğiriyor,4
köpüğünü,3
duymuyor,8
uğultusdur,1
kuşatabilir,1
kayalıkların,3
karanlıklarına,3
sığar,6
doldurabilir,1
oyuklarını,1
çatlaktan,2
fışkırıp,1
büyüyendir,1
duymaktadır,1
anımsanan,3
dönüktür,2
gülümseyiş,5
sararken,4
gizinde,1
eğirirken,2
susuşundan,1
üzünç,3
öfkesinden,2
bastır,4
kalbimizin,5
atışlarını,4
taşın,28
izmir,2
lacivert,13
ağıyla,1
pasaport,1
kahvesi,3
beklenen,16
çakıltaşları,1
aşınmakta,1
uzaklaşırken,3
yakamozlar,20
balkıyan,2
biledi,1
burkulan,2
yürekle,8
yasaklanmıştır,2
fısıldarcasına,2
anlatılsın,4
çare,26
düünsün,1
yolculara,2
küllenmeden,2
beynimizi,3
kemirmeden,2
veba,4
yetişsin,2
gözlenen,2
sorusunu,5
yanıtla,3
yanılmaz,3
kahret,2
ışıklandır,2
yıllarından,3
geliyorsunuz,2
bağlanmak,3
anlatıldı,2
susturuldu,4
karartıldı,2
direnmeyi,2
bilmiyorsanız,2
olun,6
savrulun,7
fışkıracaktır,2
ışıksız,14
varoşlarından,2
sfenksten,2
yakınmış,3
kahredilmesi,2
denildi,1
yüzlercesini,1
suladık,3
dokuduk,1
yumağında,3
gizimizi,1
bildiler,2
ihanetlerini,1
görmedik,2
ılık,39
öpüştü,1
yüksekte,1
öpsen,2
büyüyemezsin,1
ihanet,23
türkülerine,2
sesim,45
grileşen,1
dalgınlıklar,1
sormuyorum,5
kimle,1
çıkılır,1
atabilir,1
biletinide,1
kederle,11
göçebe,16
ozaman,1
biliciyede,1
bilginede,1
darası,5
mümkünmüdür,1
ikindisiydi,2
gümüşte,1
sevişlerden,1
grilikler,1
kazınıyor,1
gülüşlerimizin,1
paramparçalığı,1
sesimin,7
sislenmesi,1
bundandır,15
kodlanan,1
umutlarla,7
kirletiliyor,1
görünmüyor,4
ardı,16
yollardan,21
yürünmüş,1
dilsiz,30
gizle,7
sarmaşdolaş,1
susuşları,3
i̇smail'in,2
kitabını,4
neferin,1
koşturan,5
managua,1
yanım,64
okşanmaktan,1
temkinli,2
augusto,1
idris,1
ismail'in,1
küçümseyen,4
dostu,14
'yediğin,1
kurşundan,3
gümbürtü,1
roma'da,1
navona,1
alanında,2
ismail'i,1
telzaatar'a,1
yurdum,10
diyebileceğim,1
revan,6
boğazlanmış,1
serilivermiş,1
denizler,34
ismail,3
gelmiştir,3
'gümbür,1
gümbür,7
sevdaya,44
kavgaya,7
çatlayacak,6
sabırsızlıkla',1
rüzgârına,1
dayayıp,10
sesleniyorum,6
payım,2
içtiğin,6
baldırandan,1
yelesinde,6
şahmaran,3
demdir,8
alevden,10
elleriyle,25
okşayan,14
erdemdir,1
çığlığı,31
asan,2
yelde,1
kanlı,57
dudaklarınla,14
ıslat,4
ıslığımı,1
firûze,3
kanatla,4
elemdir,2
kirişi,3
kopan,27
yaydan,5
okta,2
yırt,1
yakası,4
açılmamış,8
arzuların,2
gömleğini,6
gülüşünle,7
bağrımda,12
açsan,3
yaraya,4
merhemdir,1
akrep,16
sok,2
engerek,10
geçir,4
damarlarımdan,1
emdir,1
donan,15
vuslat,25
kıyamete,5
gönder,13
ejderhalarını,1
çölüne,4
soksun,2
karayılan,1
kuyudan,7
şahdamarımdan,2
şehlâ,4
engereklerin,1
eteğini,7
öptükleri,1
döndür,3
çek,25
uygun,8
biçime,1
mâran,1
nerelerdeydi,1
akıtırken,3
camsâb,1
onulmayan,1
veremdir,1
zülüflerinin,1
zemheri,18
ayazında,18
kuyuda,3
varlığım,9
gemdir,1
bulanık,27
göğünde,2
uğultu,7
uzayıp,15
ürküttü,2
kollayarak,1
kalabilmenin,1
zamanıdır,10
bizimledir,1
gülümseyen,20
çıkacaktır,1
olgunlaştık,1
kahrı,3
zulmü,3
hicranı,7
onmaz,1
yarayı,12
sargılamadık,1
bağlıyızdır,1
sevdamızı,8
paylaşan,3
ahde,5
vefa,10
girmiştir,1
kitaplara,5
getireceğini,1
yarının,4
alacağını,2
hesaplamanın,1
bağlayamayız,1
feleğin,5
insafına,1
yenildik,5
zakkumun,1
kekre,4
tenimize,4
soluğumuzdaki,2
i̇ntikamcıydı,1
sezgimizse,1
neyi,34
yaşamışsak,1
derimize,1
yazdı,10
vak'anüvis,2
saplı,7
hançerle,7
kehânet,1
kuyularında,1
sınandık,1
terkettiğimiz,1
anıtlar,1
dikildi,5
kahhar,2
zamansa,3
karadeliğe,1
dönüştü,8
belleğimizin,1
oksitlenen,1
çöllerinde,6
moraran,4
cesetler,2
kâbusa,3
cinnet,6
coğrafyanın,3
yakasında,3
oğullarını,3
boğazlıyor,1
kûfi,1
diyorduk,5
tarihmiş,1
dilimizde,3
kil,2
yenilginin,2
duyabilir,2
suçlama,4
bağrımı,10
yaradır,2
kanımdadır,1
taşıyorum,9
gülümşeyişini,1
oyarak,2
gedikler,1
durulur,2
bekleyerek,5
seheri,2
soyun,6
duracak,14
vurmazsak,1
zorunlu,3
kurtarılırsa,1
kaderinin,3
altettiği,1
kavganın,4
ortasıdır,1
çiçeklenişi,1
yengisidir,1
savunulmasına,1
dairdir,1
yaralarını,12
saracak,5
beklemektedirler,1
anısıyla,1
kederlenme,1
düşünsün,3
çöktü,17
tutuştu,21
sığınaklarda,1
nerdesin,22
hattında,3
çarpraz,1
newroz,1
demirciydim,2
eritirdim,2
bugünse,2
altındayım,4
hatıralarımı,4
terlemişsin,1
düştüğüme,1
istemiyorsun,3
provası,1
ölümüm,12
yeis,2
misillemedir,1
cesedi,4
saatinin,3
dean,1
filmine,1
gideceğiz,3
hızıyla,7
mutsuzluğun,2
zırhına,1
yaşanacak,15
imkansızlıklar,2
boyle,11
oğlum,23
babamsa,1
ağıta,4
benzeyecek,2
küllerimi,3
avuçlarken,1
bütüm,1
köprüleri,5
dinamitledim,1
girmemiz,1
gerekiyorsa,1
çıkmalısın,2
haykırış,3
karşılaşmamız,2
mağlubuz,1
kazanan,3
üçkağıtçı,1
sahtekar,3
beşbenzemezle,1
rest,2
oyundan,4
tahtaları,5
çevirdiler,5
umutlarını,19
karaladılar,2
tuzağa,3
düşmüş,67
ceylanın,8
bakışındaki,2
kınalı,12
yalvar,4
zulmün,10
pençesinde,7
düşürmüştür,1
türkülerin,7
onururunu,1
öfkedir,1
ırmaktır,4
serpilir,3
büyütür,5
nakışlı,7
sabırlardan,1
ferhat'ın,2
direncini,6
yılların,46
sabır,39
taşını,4
çatlatırlar,1
mavzer,5
yaratır,4
gürbüz,7
çocuğunu,12
kekremsi,6
dilimindeyiz,1
harami,5
sigaya,1
çekmekte,1
getiricilerdir,1
düşmanı,17
bilinirler,1
sevgilerin,18
bürümüştür,1
bağışlayabilir,1
zulümleri,2
kavgamızın,1
hadisatından,1
ibarettir,7
yazılmışsa,3
sularındadır,1
bilincimizin,1
hükmünü,3
getirse,1
söylemekteyiz,1
savurulup,1
diliminde,1
sarsarak,2
sarsılarak,3
kalbimiz,5
duyarlı,3
savunabilecek,1
güçlüdür,3
kısalttığın,1
söylemiştin,1
gizler,1
ayrılıklarsa,1
merhabanın,1
kalıcı,7
an'lar,3
karşılayan,4
bozacının,1
doluyorken,2
odamıza,3
kirleniyor,2
hüznüdür,2
yaşandı,5
yılda,13
yurdundan,1
ayrılanları,1
an'ını,1
tanımlamaya,1
kalkmadan,1
kısacık,15
biçiyoruz,1
çıkıyoruz,4
ötekine,7
özlüyoruz,2
özlediğimiz,5
yanındayken,4
ati'ye,1
gitmelisin,1
i̇stanbul'a,4
saklıyordur,1
yaşlandık,1
birbirimize,42
bakmalardan,1
devraldığı,1
özsudur,1
birikir,10
inmiştir,1
gurbettesindir,1
hayalet,10
kapındadır,1
ufkun,9
kararabilir,1
çölleşebilir,1
kaçışın,4
adımdır,1
dönüşündür,1
defterine,5
'merhaba,2
hüzün',1
yalnızlık',1
diyerek,29
başlarsın,2
bağışlamayacaktır,1
tutulmayacaktır,1
yeniği,1
tanıdıktır,2
kızınkinden,1
ülkesini,1
ekleyip,3
eğerek,4
dolaşır,23
fotoğraf,7
çiçekti,3
mektubuna,1
eklediği,1
kelimelerse,1
çekişleri,2
dalgınlığı,2
öğrenişindendi,1
sevdiğine,10
korkuttu,1
bağladı,11
tarihinde,2
milattı,1
günlerine,1
cadde,3
kurulur,11
suskunun,4
saati,41
öpüşleri,3
sevdiğimin,3
kokanı,1
kurulmuş,7
gelinir,4
devinir,2
birikim,1
çatlar,5
kırılır,25
yanaysa,1
sakla,43
yaralıdır,4
basmıştır,1
sığınağı,2
gönderir,3
duyulmayan,1
dostlar,36
sar,26
bitlis,2
tütününden,1
demle,2
sabahadek,1
sığınan,11
kimliği,4
düşmüşüm,7
mavzerini,2
mevzilerimi,1
kesiyor,13
alaturga,1
kanıtıyor,1
gagalıyor,6
kerkenez,2
pınarı,5
susunca,2
kesiliyor,1
kavruluyor,4
bozkırına,1
gözeneğinden,1
ilmiklerini,1
geçirip,5
dokudum,2
kilimini,1
nakışlamak,1
yanlızlığın,1
kavrarsa,1
ayrıkotları,1
çölleştirirse,1
usul,106
yanlışlar,4
çürütmüş,1
öfkenin,16
dayanıksız,3
tohumlarını,3
döndürmüş,1
sütleğenler,1
sürülmüş,5
ökselere,1
iğrenç,5
gülücükler,7
serpiştirilmiş,2
konacaksın,1
sekişlerle,1
hayın,3
ökselerine,1
sokuluyorsun,1
gergefini,1
okşuyorsun,3
bilemeyeceksin,1
uçmayı,5
okuyor,6
otobüste,4
vuracaklar,3
dizlerinin,5
kalakalacak,1
çapraz,7
yazarken,9
tarihini,5
zürafaların,1
nesli,1
sayfa,22
tortu,5
dibe,12
buğusu,11
balçıktı,1
irmaklar,7
aptaldı,1
beynimdeki,4
ur,3
öfkemizden,1
şimşeği,3
yarattık,4
balçıktan,3
dururuz,1
bilmeyiz,3
i̇zler,5
sesimden,8
arındım,2
harmani,1
giyindim,5
korkaktım,1
kavmimin,1
kadim,15
umutsuzluk,14
haramiydim,1
bilindiydi,2
yarından,2
bugüne,14
kaldıydı,2
ırmaktım,3
serinliğinde,10
boğulandım,1
kavmim,2
rüzgârın,39
ıslığa,2
islığın,1
hükme,1
zulmünüz,1
payidar,1
yurdunuz,1
çığlığımdı,1
hükmümü,1
veriyorum,14
küllerimin,1
sandığınız,3
yaşandıydı,1
giyotindi,1
belleğinde,1
bağrından,3
fışkıran,12
değiştirecektir,1
yaratacaktır,1
ellerde,14
kimilerinde,1
tutmakta,1
sarsılsın,1
gökgürültüsüyle,2
beyninin,3
hücresi,2
gerilla,3
kuşansın,1
pusatlarını,2
hançer,34
saplansın,2
pustlukların,1
ihanetlerin,1
cehennemleşen,1
yaşananı,1
şiirn,1
kanıyla,4
yoğrulmamışsa,1
hevengini,1
coşturan,2
bengisu,8
verilmemiştir,1
damarına,2
söze,12
tarihçesi,1
puslaniyor,1
gecmis,2
artik,2
secebiliyoruz,1
birseyleri,1
cöküyor,1
anilarimiza,1
unutmus,2
degiliz,1
yasanani,1
bugulu,1
düs,1
duyumsuyoruz,1
tadi,1
animsayista,1
irkiltiyor,1
soluksuz,27
birakan,1
bürünse,2
gögün,4
görüntüsü,4
yasanan,2
duyurulacaktir,1
anlatacaktir,1
cocuga,1
bunlari,1
paramparca,1
edilen,16
yakıştıramamıştır,1
yıllanmış,8
sarabıdır,1
damıtılmıştır,1
imbiğinden,1
yüreğiden,1
tozlarıdır,1
özgüdür,5
bozkırın,15
yalımına,1
direnen,6
sararıyor,3
güzünde,2
alnının,8
bırakamıyorsun,1
bekleyişlerden,3
nişanlısıdır,1
çeyizlenir,1
bekleyişlerin,9
güzüne,2
güldür,7
mendiline,2
nakışlanmış,1
kerem'i,2
sabrıyla,1
kayadır,2
sarınarak,2
nakışlar,3
gergefine,3
halep,2
söylenir,16
vurduğunda,3
savrılır,1
pişmanlığın,3
yalımıyla,1
tutuşmuş,13
türküsüdür,3
kerem'in,1
bağrında,20
düşmenin,3
yitirilince,2
kulak,24
deniyor,8
ginle,1
sultan'ı,1
bedrettin'i,1
dadal'ı,1
köroğlu'nu,1
baharlaı,1
suladılar,1
zındanlarda,2
filizlenerek,1
ülkesinde,20
ihanetin,8
budandıkça,1
serpilen,9
dalıydılar,1
eksiltemedi,1
boğazlarına,1
ilmiğini,1
geçirirken,2
hain,11
örümcek,20
barında,1
zındanların,1
somuşlar,1
mahpusluk,2
yiğitlerinden,1
mirastır,1
topraklara,13
özümlemiştir,1
sevdalı,49
yüreklerini,5
düşmesin,7
çalığına,1
yeşerteceksin,1
çöküşünü,1
yamaçlardaki,1
pusulara,1
saldım,6
inmişlerdi,1
ağaçtım,1
doruklarda,4
boyunlu,4
gülümseyişi,3
gözleridir,4
sayfalarına,2
düşmüyorsa,1
deryalara,2
çöllere,12
düşmüştü,9
tütüyor,9
yanma,6
kekrelik,1
gazeteleri,2
okumuyorum,1
sulanmamış,1
yolculuğun,5
gelmemek,4
yüzler,23
yıkacak,2
şikâyeti,1
gidenlerin,3
dehşetli,5
kinlendiriyor,1
kabarıp,3
yurdumu,2
küller,2
ağarmadan,4
çık,23
sislenmeden,1
ozan,18
ayrılığa,9
acıdır,2
tüyleri,17
taşıyarak,5
bırakmışsan,1
yığınıdır,3
türküdür,5
yakışan,10
vardığında,1
soluklan,4
meşeliklerin,1
başlayacaktır,1
konçertosu,1
hışırtılar,1
sokulacak,1
geçitlerine,1
buğulu,37
çılgınlıklar,2
bekleyecektir,1
uçurumla,2
kesilenlerden,1
dizginlerinden,2
boşanmış,2
soluğayken,1
yetiyorsa,2
yaylanıp,2
yüreklendiriyor,1
boşanan,2
kokuyu,6
koklasan,1
özetleyecek,1
ömrünü,16
sürükleyen,7
söylettiğim,1
türkülerden,4
ezgiler,13
sızar,7
dudaksız,1
duyarım,6
damıtılmış,2
kafatasından,2
sevdaları,22
uyuturken,1
hançerler,1
heceyi,2
düğmesiyle,1
koşuyorken,2
bâkire,6
korkuların,6
kurşunun,3
yankısından,1
gayretle,3
yekinirken,1
kalkmaya,2
tükenişin,7
maverasından,1
çağrısı,7
yakından,11
telinde,9
tiz,9
perdeden,2
mızrap,16
vurduğu,3
kılıcın,4
çıktığı,11
kından,2
cemal,2
süreya,1
kabul,46
dağbaşındayız,1
birşeylerden,1
çağıldayan,1
çavlanları,1
dinliyoruz,1
beton,14
yormuş,1
bezdirmiş,1
durmuşuz,2
saymadık,1
kurmadık,1
demeden,11
dolaşıp,6
tazeledik,1
dinleyerek,2
çığlığın,8
sessizliğidir,1
dinginliği,4
çınlar,2
kayalarında,2
çatlatır,1
tohumunu,5
ustadır,1
düşü,20
gerçeğe,13
dönüştürüverir,1
isırır,1
hançerin,7
çatallaşan,1
çeliği,3
dirhem,6
tartılmaz,1
dostluk,15
vermesini,4
tapınakta,1
çanlar,5
hesabini,1
veremezsin,1
boğuntular,1
haykırışlar,3
beyninde,6
gökkubbedir,1
kulaklarına,3
balmumu,3
akıtsan,1
delecek,4
beynini,2
çığlığımsı,1
katran,15
dinlerken,10
öykünün,5
serüvencisi,1
canlı,27
bildiri,1
tırpanından,1
karşımdaki,1
sandelyede,1
garsondan,1
boşvermişlik,1
kapatılmış,5
bedavaya,3
gelmişken,4
girdisini,1
çıktısını,1
dumanıyla,1
resimlerle,2
dinlerin,1
güğl,1
kokla,3
dalgınlıklarını,1
tacirlerine,1
verme,19
yenilirsen,1
dövüşerek,1
yenilmelisin,1
vereceğin,1
hesap,25
kalmamalı,2
devrilen,5
uzanırsa,1
boylu,23
kıvrımında,7
kaşın,11
seyirmeye,2
körüğü,1
üflüyor,2
çarparsa,1
uğuldamakta,2
kulakların,2
bora,5
patlıyor,1
göğsünün,13
okyanusunda,2
nalçalı,1
köşebaşları,2
korsanlar,2
dalgalandırıyor,1
rüzgarlarınla,2
bayraklarını,2
yitiriyorsun,1
balta,4
kesmez,2
dostunda,1
umuduna,1
delirtmesin,1
yıkmasın,1
köşebaşında,1
kurumadı,3
kanları,7
haykır,8
yıkılmadığını,1
tükenmediğini,1
korlaştırır,1
çeliğini,1
yanıltmasın,4
tepemizde,1
düşürürken,1
gölgelerini,6
bulunan,5
dostlarıyla,1
buluşup,3
koklaştılar,1
dairelerini,1
çizerlerken,1
başımızda,3
gölgeleriyle,3
konuştular,4
şahinlerle,4
güvercinlerin,10
tüccarlarıydılar,1
karartarak,1
yaşayabilirlerdi,1
karartılabilir,1
kesilebilir,1
çoban,24
koyaklardan,2
tükenebilir,1
testisindeki,1
magması,1
soğuyabilir,1
gölgelenebilir,1
okları,7
vızıldayarak,1
dişleyebilir,1
testere,4
ortaçağdan,1
gerilere,1
bir’lerden,1
berilere,1
sürdürecek,2
sevdalardır,1
tohumdur,2
salar,8
köklerini,3
özgürlüğün,12
bilincin,2
özsuyudur,1
devinen,5
kavrar,2
hücreleri,4
suratlı,4
sermayenin,1
yüzüdür,1
temeli,7
mülktür,2
ortak,27
anayasada,1
anlaşmışlardır,1
genel,6
başlığını,1
anlaşamadıkları,1
noktaysa,1
yöntemleri,1
mülkiyetle,1
işkenceyi,2
geliştirmekte,1
ustadırlar,1
mülkiyeti,1
uğruna,26
bilinci,1
özgürlüğü,11
kayalıklara,2
zincirlemişlerdir,1
parçalatmışlardır,1
ciğerlerini,4
saltanatları,1
kesilmişlerdir,1
yaratmışsa,1
düşünmüşse,1
kullanmayı,2
öğrenmişlerdir,1
i̇hanet,5
düpedüz,2
görevleridir,1
sevdalardan,7
uç,11
verirken,10
sancısı,14
acısıyla,7
dinlenir,5
harmanında,1
koşucu,1
biriktirdiği,2
acılaştırdığı,1
direnmedir,1
yalımını,1
yıkıntılarından,1
anıtını,3
umudunu,5
işleyerek,2
mermere,5
direnir,7
hasretinde,5
nakkaşı,1
kararttığı,3
zakkum,5
kerbelâ’ya,1
kavursa,1
bağrımızı,1
ayazı,13
kavgalar,4
büyüdükçe,9
âsi,1
şahlanıyor,1
içimizde,17
ürperiyor,10
soğuğu,2
diken,30
batıyor,9
tutulmamış,3
yüklüyüz,1
ferağımızda,1
mülkümüz,1
edilmiş,32
bırakmamış,3
unutulması,1
ayrımındayız,1
gitmiştir,3
fıkırıyor,1
direniş,4
günlerinden,4
sarmalıyor,1
akışı,13
doğuşu,5
kaleme,16
almaktadır,1
tarihimizi,1
çekilmesi,1
eğilişi,2
turnaların,7
göçü,6
fısıldadı,6
dediydim,1
ürperişini,2
getirdiği,11
rüyâyı,1
cümbüşü,2
çengiyi,1
esmerdi,2
akrebi,2
billûrun,1
ânıydı,1
sızdıydı,1
ışk’ın,1
şeraresi,1
fısıldayan,15
dalmıştı,3
birikmişti,1
vedâya,1
özleniyorsun,1
yamaca,2
şuydu,4
leylâ,4
vâhaya,1
sayıklamaya,1
bözler,1
aykırılıklardan,1
ulur,5
uzaklığıyla,1
muamma,3
hazırlıyor,2
aldanışları,1
ışıltı,3
sızıyor,16
yurduna,8
sitemsiz,1
geçidine,1
sağrısında,2
yaraları,12
eşkininde,1
âzâd,1
rüyadaydi,1
güyâ,1
yürüyüp,8
gittiydin,1
geçmişinde,1
sevdakâr,1
kaçmış,5
ötüyor,10
yalpalıyor,3
meselâ,1
sürçüyor,1
'hayyam,1
yalnızdın,1
sığınabilirsin',1
rivayetdi,2
hareleniyordu,1
uğultuları,2
okunmayan,2
masallardan,5
bilemeyip,1
ıslığımdaki,1
şehla,11
'rivayetdi,3
sahi,36
soldu',3
anka'nın,1
barbarlara,1
rastladım,9
andırıyordu,2
incelikleri,3
duruşunu,3
doldurdular,1
ceplerime,3
yılanların,3
deri,9
değiştirdiği,1
arıyordum,3
çölümde,4
çağına,4
ulaşmak'çin,1
matematik,5
tarihse,1
barbarlık,1
öncesi,15
devirlerdi,1
dağlarımda,3
ovalarımda,1
tûfan,2
anlatılırken,1
masaldan,3
masala,6
efsaneden,1
efsaneye,1
sığınıyordum,2
sıfırı,1
öğreniyordum,1
aztekler'den,1
şiirse,1
benziyordu,6
inceliğin,2
barbar,7
edasıyla,8
geziniyor,3
yenildiğim,1
alanlarda,1
uğradığımız,1
istediğimiz,2
biriktirmişim,1
unutmam,10
şehlasesini,1
yastıkta,4
başının,15
çukuru,5
çıkarken,14
sarılışını,1
'zaman,1
hareleniyor,1
susuyorsun,3
koklarken,4
sandığımız,5
hangisinde,5
yaralarımızı,2
yoldaş,15
aradık,9
yoktular,1
zilsiyah,2
edinmişti,1
şehirler,18
sessizliğimizde,1
yıkımlardan,1
kurtardığın,2
adressiz,4
yaşamalardan,2
mutsuzluklardan,1
kalandı,1
yakıştırdın,1
biçimi,4
darbe,5
geçirdiğin,2
onur,9
ekledi,5
yalnızlıkların,6
rengine,33
istasyonlarsa,1
özleme,5
taşra,6
fesleğenlerden,1
konuşmayalım,2
hatırlamak,8
yitirdiğimiz,4
bahçeden,11
hoyratça,7
kopardığım,2
pekos,1
bill,1
koyduğum,5
sığmıyorum,2
ırmağı,9
akmıştı,1
cıvaya,1
dönüşmütü,1
gülkurusu,3
çıkışım,2
duygumu,2
kayboluyorum,6
zarif,21
edinmiştik,1
sokağımızdan,1
eğilip,29
mektubundan,1
tutardık,3
yazsonları,1
devrim,15
diyenlere,1
itiraz,9
etmeyi,7
öğrendik,2
dokunsalar,5
dökerdik,1
anlatıyorsun,1
kalbimizse,1
küllerin,1
kalabilen,1
köz,15
bozuk,18
imla,1
evlilikle,1
aşklara,17
bulutsuz,5
yağmursuz,3
unuttuğumuz,3
barbarlar,2
bizse,2
hatıralarından,2
sıyrılarak,2
gülistandı,1
destanın,2
